ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,latitude_decimal_degrees,longitude_decimal_degrees
SSDG,small_airport,Fazenda NazarÃƒÂ© Airport,1962,SA,BR,BR-PI,Santa Filomena,SSDG,,,-9.35444355,-45.56138992
SSDH,closed,Fazenda Caranday Airport,541,SA,BR,BR-MS,CorumbÃƒÂ¡,,,,-20.205557,-57.063332
SSDI,small_airport,Fazenda Bacatuba Airport,584,SA,BR,BR-MA,Buriti Bravo,SSDI,,,-5.658332825,-43.70555496
SSDJ,small_airport,Fazenda Bonanza Airport,1252,SA,BR,BR-MS,CamapuÃƒÂ£,SSDJ,,,-19.05083275,-54.06499863
SSDK,small_airport,SÃƒÂ£o Pedro,2713,SA,BR,BR-MG,,SSDK,,MG0178,-20.075955,-44.727917
SSDL,small_airport,Fazenda RibeirÃƒÂ£o Airport,1588,SA,BR,BR-PI,RibeirÃƒÂ£o GonÃƒÂ§alves,SSDL,,,-8.006388664,-45.33805466
SSDM,small_airport,Aeroclube de Santana do Livramento Airport,1073,SA,BR,BR-RS,Santana Do Livramento,SSDM,,,-30.82222176,-55.57638931
SSDN,small_airport,Fazenda GalilÃƒÂ©ia Airport,1932,SA,BR,BR-PI,Baixa Grande Do Ribeiro,SSDN,,,-9.1044,-45.41666794
SSDO,small_airport,Dourados Airport,1503,SA,BR,BR-MS,Dourados,SBDO,DOU,SBDO,-22.2019,-54.926601
SSDP,small_airport,Fazenda Fortaleza do GuaporÃƒÂ© Airport,738,SA,BR,BR-MT,Vila Bela Da SantÃƒÂ­ssima Trindade,SSDP,,,-14.45944405,-60.17805481
SSDQ,small_airport,Fazenda Marema Airport,446,SA,BR,BR-MS,Miranda,SSDQ,,,-20.1827774,-56.63583374
SSDR,heliport,Eletrocity Heliport,75,SA,BR,BR-ES,Serra,,,,-20.207646,-40.234916
SSDS,small_airport,Fazenda Bandeirantes Airport,935,SA,BR,BR-GO,Nova CrixÃƒÂ¡s,SSDS,,,-13.70722198,-50.64777756
SSDT,small_airport,Fazenda Pau D`Arco Airport,794,SA,BR,BR-PA,RedenÃƒÂ§ÃƒÂ£o,SSDT,,,-7.943611145,-50.17638779
SSDU,small_airport,Fazenda Modelo Airport,1309,SA,BR,BR-MS,Pedro Gomes,SSDU,,,-17.99166679,-54.22360992
SSDV,small_airport,Fazenda Santa Maria Airport,508,SA,BR,BR-MS,Coxim,SSDV,,,-18.21611023,-55.46527863
SSDW,small_airport,Fazenda Potrich Airport,1197,SA,BR,BR-MT,Sorriso,SSDW,,,-12.9244442,-55.51916885
SSDX,small_airport,Fazenda da Coxilha Airport,33,SA,BR,BR-RS,CamaquÃƒÂ£,SSDX,,,-31,-51.70055771
SSDY,small_airport,Fazenda Duas IrmÃƒÂ£s Airport,1410,SA,BR,BR-MT,Guiratinga,SSDY,,SSDY,-16.15666667,-53.00972222
SSDZ,closed,Fazenda DivisÃƒÂ£o Airport,1312,SA,BR,BR-MS,AmambaÃƒÂ­,,,,-23.133888,-54.633888
SSEA,closed,Spessato Aviacao Agricola Airport,1470,SA,BR,BR-MS,Dourados,SSEA,,SSEA,-22.21590042,-54.7419014
SSEB,small_airport,Mata Serena Airport,1440,SA,BR,BR-GO,SÃƒÂ£o Domingos,SSEB,,GO0105,-13.772931,-46.772192
SSEC,heliport,EdifÃƒÂ­cio SequÃƒÂ³ia Heliport,2411,SA,BR,BR-SP,RibeirÃƒÂ£o Preto,SNEO,,SP0696,-21.218996,-47.804453
SSED,small_airport,Fazenda Escalada Airport,1132,SA,BR,BR-MS,Pedro Gomes,SSED,,,-17.95666695,-54.41916656
SSEE,small_airport,Regional do Vale do Taquari Airport,105,SA,BR,BR-RS,Estrela,SSEE,,,-29.4533329,-51.93416595
SSEF,small_airport,Fazenda Passaredo Airport,4632,SA,BR,BR-SP,Cajuru,SSEF,,,-21.326944,-47.231111
SSEG,small_airport,EstÃƒÂ¢ncia da Gruta Airport,33,SA,BR,BR-RS,Pelotas,,,,-31.942499,-52.479443
SSEH,small_airport,Fazenda Pantera Airport,2946,SA,BR,BR-MT,Alto Taquari,SSEH,,MT0288,-17.953015,-53.246868
SSEI,small_airport,Fazenda Santo AndrÃƒÂ© Airport,489,SA,BR,BR-MS,Miranda,SSEI,,,-20.3386116,-56.69833374
SSEJ,heliport,Moinho Velho Heliport,2831,SA,BR,BR-SP,Embu,SSEJ,,,-23.62694359,-46.84666824
SSEK,small_airport,Fazenda Lontra Airport,1299,SA,BR,BR-MS,Ribas Do Rio Pardo,SSEK,,,-20.0177784,-53.25249863
SSEL,small_airport,Fazenda Jatiuca Airport,1601,SA,BR,BR-MS,ÃƒÂgua Clara,SSEL,,,-20.1697216,-52.93305588
SSEM,heliport,Esplanada das Marinas Heliport,3,SA,BR,BR-SC,BalneÃƒÂ¡rio CamburiÃƒÂº,SSEM,,,-27.00666618,-48.60889053
SSEN,heliport,Fazenda Baviera Heliport,538,SA,BR,BR-BA,ItagibÃƒÂ¡,SSDB,,BA0216,-14.121219,-39.829334
SSEO,small_airport,Fazenda Mimoso Airport,1299,SA,BR,BR-MS,Ribas Do Rio Pardo,SSEO,,,-20.73444366,-53.57666779
SSEP,small_airport,SÃƒÂ£o SepÃƒÂ© Airport,502,SA,BR,BR-RS,SÃƒÂ£o SepÃƒÂ©,SSEP,0,,-30.18219948,-53.57939911
SSEQ,small_airport,Fazenda Aldebaran Airport,1099,SA,BR,BR-MS,AngÃƒÂ©lica,SDQA,,MS0044,-21.92332,-53.940833
SSER,small_airport,Erechim Airport,2498,SA,BR,BR-RS,Erechim,SSER,ERM,SSER,-27.66189957,-52.2682991
SSES,small_airport,Encruzilhada do Sul Airport,1460,SA,BR,BR-RS,Encruzilhada Do Sul,SSES,,,-30.55888939,-52.58250046
SSET,small_airport,TambaÃƒÂº Airport,2451,SA,BR,BR-SP,TambaÃƒÂº,SSET,,,-21.69722222,-47.31555556
SSEU,small_airport,Monte Carmelo Airport,915,SA,BR,BR-PA,Itaituba,SSEU,,,-7.283055782,-56.57694244
SSEV,small_airport,SÃƒÂ£o Camilo Airport,289,SA,BR,BR-MS,CorumbÃƒÂ¡,SSEV,,,-18.08722115,-57.13138962
SSEW,small_airport,SÃƒÂ­tio Limoeiro Airport,3084,SA,BR,BR-SP,Pardinho,SSEW,,,-23.15,-48.31
SSEX,small_airport,EstÃƒÂ¢ncia Caiman Airport,361,SA,BR,BR-MS,Miranda,SSEX,,,-19.96611023,-56.31083298
SSEY,small_airport,EstÃƒÂ¢ncia ItapororÃƒÂ³ Airport,197,SA,BR,BR-RS,Alegrete,,,,-29.436281,-56.293892
SSEZ,small_airport,Espumoso Airport,1198,SA,BR,BR-RS,Espumoso,SSEZ,,,-28.73749924,-52.85638809
SSFA,small_airport,Foz do Areia Airport,3645,SA,BR,BR-PR,PinhÃƒÂ£o,SSFA,,SSFA,-25.98150063,-51.64070129
SSFB,small_airport,Francisco BeltrÃƒÂ£o Airport,2100,SA,BR,BR-PR,Francisco BeltrÃƒÂ£o,SSFB,FBE,SSFB,-26.05920029,-53.06349945
SSFC,small_airport,Safra Airport,443,SA,BR,BR-RS,Dom Pedrito,SSFC,,RS0095,-31.0225,-54.621667
SSFD,small_airport,Fazenda AcarajÃƒÂ¡ Airport,1224,SA,BR,BR-MS,AmambaÃƒÂ­,SSFD,,,-23.00111008,-54.69944382
SSFE,small_airport,EstÃƒÂ¢ncia HÃƒÂ©rcules Airport,558,SA,BR,BR-PR,Foz Do IguaÃƒÂ§u,SSFE,,SSFE,-25.46069908,-54.59880066
SSFF,small_airport,Fazenda SÃƒÂ£o Francisco Airport,1204,SA,BR,BR-MS,Nova Alvorada Do Sul,,,,-21.177449,-54.301043
SSFG,small_airport,Fazenda Guanabara Airport,1010,SA,BR,BR-PR,Paranapoema,SSXG,,PR0093,-22.661462,-52.142143
SSFH,small_airport,Vale dos Dinassauros Airport,2438,SA,BR,BR-MG,Uberaba,SSFH,,,-19.782222,-47.811944
SSFI,small_airport,Fazenda ItamaratÃƒÂ­ Airport,1837,SA,BR,BR-MS,Ponta PorÃƒÂ£,SSFI,,SSFI,-22.1882,-55.57780075
SSFJ,small_airport,Fazenda Retiro da Cachoeira Airport,1435,SA,BR,BR-MS,Campo Grande,SSFJ,,,-20.8077774,-54.61972046
SSFK,small_airport,Forte Coimbra Airport,279,SA,BR,BR-MS,CorumbÃƒÂ¡,SSFK,,,-19.90611076,-57.77944565
SSFL,small_airport,JoÃƒÂ£o Pereira dos Santos Filho Airport,1466,SA,BR,BR-PI,Fronteiras,SSFL,,,-7.099999905,-40.6269455
SSFM,small_airport,Fazenda Marimbondo Airport,1526,SA,BR,BR-PR,Conselheiro Mairinck,,,,-23.54235,-50.096283
SSFN,small_airport,Fazenda Novilho Airport,1706,SA,BR,BR-MS,CaarapÃƒÂ³,SSFN,,,-22.61916733,-54.92583466
SSFO,small_airport,Fazenda Novo Horizonte Airport,354,SA,BR,BR-MS,Miranda,SSFO,,,-20.03972244,-56.32027817
SSFP,small_airport,Fazenda SÃƒÂ£o Paulo Airport,1145,SA,BR,BR-MS,TrÃƒÂªs Lagoas,SSFP,,,-20.86416626,-52.17472076
SSFQ,small_airport,Fazenda Barra Nova Airport,1608,SA,BR,BR-MS,Rio Brilhante,,,,-21.319721,-54.735279
SSFR,small_airport,Fronteira Airport,1598,SA,BR,BR-MG,Fronteira,SBFT,,,-20.278662,-49.187636
SSFT,closed,Fazenda Thoma Airport,1111,SA,BR,BR-MS,Nova Andradina,SSFT,,,-21.65920067,-53.51110077
SSFU,small_airport,Fazenda LigaÃƒÂ§ÃƒÂ£o Airport,1739,SA,BR,BR-MS,Sete Quedas,SSFU,,,-23.84805679,-54.81611252
SSFV,closed,Fazenda Recreio 3 Airport,1509,SA,BR,BR-MS,Ribas do Rio,SSFV,,SSFV,-20.20750046,-53.77939987
SSFW,small_airport,Fazenda GrotÃƒÂ£o Airport,1063,SA,BR,BR-MS,Coxim,SSFW,,,-18.67749977,-54.39222336
SSFX,small_airport,Fazenda Primavera Airport,2239,SA,BR,BR-PR,Nova FÃƒÂ¡tima,SSFX,,,-23.45583344,-50.57583237
SSFY,heliport,Furnas Centrais ElÃƒÂ©tricas Heliport,751,SA,BR,BR-PR,Foz Do IguaÃƒÂ§u,SSFY,,,-25.47194481,-54.54166794
SSGA,small_airport,Garibaldi Airport,2231,SA,BR,BR-RS,Garibaldi,SSGA,,SSGA,-29.26939964,-51.53170013
SSGB,small_airport,Guaratuba Airport,49,SA,BR,BR-PR,Guaratuba,SSGB,,SSGB,-25.88159943,-48.61209869
SSGC,small_airport,General Canrobert Pereira da Costa Airport,566,SA,BR,BR-MS,Aquidauana,SSGC,,SSGC,-20.45330048,-55.75759888
SSGD,heliport,Pereira Alvim Heliport,2096,SA,BR,BR-SP,RibeirÃƒÂ£o Preto,SSGD,,,-21.218889,-47.805
SSGE,small_airport,Fazenda Periquitos Airport,1180,SA,BR,BR-MS,TrÃƒÂªs Lagoas,SSGE,,,-20.50694466,-51.83916855
SSGF,small_airport,Fazenda Formosa Airport,1575,SA,BR,BR-MS,Ribas Do Rio Pardo,SSGF,,SSGF,-20.19949913,-53.22489929
SSGG,small_airport,Fazenda JacarÃƒÂ© de Chifre Airport,381,SA,BR,BR-MS,Porto Murtinho,SSGG,,,-21.02777863,-57.4972229
SSGH,small_airport,Fazenda CapÃƒÂ£o Verde Airport,410,SA,BR,BR-MS,Aquidauana,SSGH,,,-20.07361031,-56.06833267
SSGI,small_airport,Astral Airport,33,SA,BR,BR-RS,Eldorado Do Sul,SSGI,,,-30.06027794,-51.4375
SSGJ,small_airport,Fazenda Poleiro Grande Airport,331,SA,BR,BR-MS,CorumbÃƒÂ¡,SSGJ,,,-17.24972153,-56.27555466
SSGK,small_airport,Fazenda Volta Grande Airport,1699,SA,BR,BR-MS,Maracaju,SSGK,,,-21.45583344,-55.45694351
SSGL,closed,Fazenda FalcÃƒÂ£o Airport,1975,SA,BR,BR-MT,Primavera Do Leste,SSGL,,SSGL,-15.39944444,-54.18111111
SSGM,small_airport,Fazenda Seriema Airport,1151,SA,BR,BR-MS,Bela Vista,SSGM,,,-21.69333267,-56.5625
SSGN,small_airport,Fazenda GuaÃƒÂ­ba Airport,1401,SA,BR,BR-MS,Iguatemi,SSGN,,,-23.23916626,-54.54111099
SSGO,small_airport,Rosada Airport,2211,SA,BR,BR-MS,SÃƒÂ£o Gabriel D`Oeste,SSGO,,,-19.42972183,-54.58722305
SSGP,small_airport,Piquet Airport,3281,SA,BR,BR-DF,BrasÃƒÂ­lia,SSGP,,,-15.85388947,-47.80638885
SSGQ,closed,Fazenda SÃƒÂ£o Francisco Airport,1099,SA,BR,BR-MS,ÃƒÂgua Clara,SSGQ,,,-19.38083267,-53.04166794
SSGR,small_airport,GuaporÃƒÂ© Airport,1558,SA,BR,BR-RS,GuaporÃƒÂ©,SSGR,0,,-28.8946991,-51.8553009
SSGS,small_airport,Fazenda FalcÃƒÂ£o Airport,1975,SA,BR,BR-MT,Primavera Do Leste,SSGS,,SSGS,-15.399444,-54.181111
SSGT,small_airport,Fazenda CapÃƒÂ£o Alto Airport,1050,SA,BR,BR-MS,Rio Brilhante,SSGT,,,-21.69888878,-54.81388855
SSGU,small_airport,Fazenda Gurucaia Airport,886,SA,BR,BR-PR,Santa Isabel Do IvaÃƒÂ­,SSGU,,,-23.19333267,-53.32833481
SSGV,heliport,Sorocred Heliport,2080,SA,BR,BR-SP,Votorantim,SSGV,,,-23.556667,-47.477778
SSGW,small_airport,Goio-ErÃƒÂª Airport,1608,SA,BR,BR-PR,Goio-ErÃƒÂª,SSGW,,SSGW,-24.22030067,-53.04449844
SSGX,small_airport,Fazenda Rio Negro Airport,312,SA,BR,BR-MS,Aquidauana,SSGX,,,-19.56833267,-56.24555588
SSGY,small_airport,GuaÃƒÂ­ra Airport,889,SA,BR,BR-PR,GuaÃƒÂ­ra,SSGY,QGA,SSGY,-24.08110046,-54.19169998
SSGZ,small_airport,Fazenda Santa Helena do PindÃƒÂ³ Airport,1050,SA,BR,BR-MS,NaviraÃƒÂ­,SSGZ,,,-22.89500046,-53.86777878
SSHA,small_airport,Aeroclube de Aquidauana Airport,620,SA,BR,BR-MS,Aquidauana,SSHA,,,-20.48083305,-55.76944351
SSHB,small_airport,Fazenda Serra Dourada Airport,1007,SA,BR,BR-PR,IvatÃƒÂ©,SSHB,,,-23.32222176,-53.46861267
SSHC,small_airport,CapitÃƒÂ£o Pedro Paranhos Airport,1447,SA,BR,BR-PR,Guapirama,SSHC,,,-23.429444,-50.167778
SSHD,small_airport,Fazenda Bipandora II Airport,1368,SA,BR,BR-MS,ItaporÃƒÂ£,SSHD,,,-22.0027771,-54.9011116
SSHF,small_airport,SÃƒÂ­tio Serra Negra Airport,328,SA,BR,BR-MS,CorumbÃƒÂ¡,SSHF,,,-18.03333282,-57.48333359
SSHG,small_airport,Hyran Garcete Airport,2277,SA,BR,BR-MS,AntÃƒÂ´nio JoÃƒÂ£o,SSHG,,SSHG,-22.3593998,-55.76390076
SSHH,heliport,Helisul I Heliport,732,SA,BR,BR-PR,Foz Do IguaÃƒÂ§u,SSHH,,,-25.60416794,-54.49361038
SSHI,small_airport,Fazenda Dom Francisco Airport,1237,SA,BR,BR-MS,ItaquiraÃƒÂ­,SSHI,,,-23.25111008,-54.04833221
SSHJ,small_airport,Fazenda Santa Rita Airport,1686,SA,BR,BR-MS,Ponta PorÃƒÂ£,SSHJ,,,-22.26722145,-55.48805618
SSHK,small_airport,Fazenda Jaguarandy Airport,1968,SA,BR,BR-MS,Ponta PorÃƒÂ£,SSHK,,,-22.58972168,-55.56944275
SSHL,small_airport,Fazenda Jussara Airport,1213,SA,BR,BR-PR,Jussara,SSHL,,,-23.57500076,-52.40833282
SSHM,heliport,Hospital Moinho de Vento Heliport,253,SA,BR,BR-RS,Porto Alegre,SSHM,,,-30.02444458,-51.21110916
SSHN,small_airport,Recanto das ÃƒÂguias Airport,1637,SA,BR,BR-PR,IguaraÃƒÂ§u,SSHN,,,-23.24500084,-51.87555695
SSHP,heliport,Hospital Municipal Ronaldo Gazolla Heliport,102,SA,BR,BR-RJ,Rio De Janeiro,SSHP,,,-22.825556,-43.347222
SSHQ,small_airport,Fazenda ParaÃƒÂ­so Airport,1280,SA,BR,BR-MS,Terenos,,,,-20.562363,-54.864178
SSHR,heliport,Horus Heliport,62,SA,BR,BR-SC,Joinville,SSHR,,,-26.33194351,-48.84916687
SSHS,heliport,Helisul IV Heliport,676,SA,BR,BR-PR,Foz Do IguaÃƒÂ§u,SSHS,,,-25.61305618,-54.39805603
SSHT,small_airport,Ingazeira Airport,853,SA,BR,BR-MT,Alta Floresta,SSHT,,,-10.13046202,-56.71863556
SSHU,small_airport,Fazenda CentenÃƒÂ¡rio Airport,426,SA,BR,BR-MS,Aquidauana,SSHU,,,-19.4580555,-56.04527664
SSHW,small_airport,Fazenda MacaraÃƒÂ­ Airport,1056,SA,BR,BR-MS,ItaquiraÃƒÂ­,SSHW,,,-23.41749954,-54.01250076
SSHX,small_airport,Fazenda JatobÃƒÂ¡ Airport,1335,SA,BR,BR-MS,Paranhos,SSHX,,SSHX,-23.92379951,-55.30189896
SSHY,heliport,Itaipu Heliport,574,SA,BR,BR-PR,Foz Do IguaÃƒÂ§u,SSHY,,,-25.420556,-54.593056
SSHZ,small_airport,Walter BÃƒÂ¼ndchen Airport,1063,SA,BR,BR-RS,Horizontina,SSHZ,HRZ,SSHZ,-27.63829994,-54.33909988
SSIB,small_airport,Fazenda Suely Airport,1574,SA,BR,BR-MS,ÃƒÂgua Clara,SSIB,,,-19.47999954,-52.8125
SSIC,small_airport,APLIC AviaÃƒÂ§ÃƒÂ£o AgrÃƒÂ­cola Ltda Airport,1405,SA,BR,BR-MS,Dourados,SSIC,,,-22.30666733,-54.82444382
SSID,small_airport,IndependÃƒÂªncia Airport,1135,SA,BR,BR-MS,Nova Andradina,SSID,,SSID,-22.2791996,-53.38349915
SSIE,small_airport,Teruel Ipanema EstÃƒÂ¢ncia Airport,1732,SA,BR,BR-MS,Campo Grande,SSIE,,,-20.59944344,-54.60250092
SSIF,small_airport,Fazenda Baunilha Airport,970,SA,BR,BR-MS,ItaquiraÃƒÂ­,SSIF,,SSIF,-23.56030083,-54.03390121
SSIG,small_airport,Fazenda Santa Maria Airport,617,SA,BR,BR-MS,Aquidauana,SSIG,,,-20.27000046,-55.72833252
SSIH,small_airport,Fazenda Fortaleza Airport,1296,SA,BR,BR-MS,BrasilÃƒÂ¢ndia,SSIH,,,-20.94638824,-52.72222137
SSII,small_airport,Fazenda Orion Airport,1001,SA,BR,BR-MS,Bela Vista,SSII,,,-22.02277756,-56.32416534
SSIJ,small_airport,IjuÃƒÂ­ Airport,1197,SA,BR,BR-RS,IjuÃƒÂ­,SSIJ,IJU,SSIJ,-28.36870003,-53.84659958
SSIM,small_airport,BoqueirÃƒÂ£o Alegre Airport,732,SA,BR,BR-RS,QuaraÃƒÂ­,SSIM,,,-30.25499916,-55.83944321
SSIO,small_airport,Candiota Airport,741,SA,BR,BR-RS,Candiota,SSIO,,,-31.49416733,-53.69083405
SSIP,small_airport,Fazenda Santa OtÃƒÂ­lia Airport,919,SA,BR,BR-MS,Porto Murtinho,SWXR,,SWXR,-21.186584,-57.04339
SSIQ,small_airport,Itaqui Airport,230,SA,BR,BR-RS,Itaqui,SSIQ,ITQ,,-29.17309952,-56.5367012
SSIR,small_airport,IbirubÃƒÂ¡ Airport,1447,SA,BR,BR-RS,IbirubÃƒÂ¡,SSIR,,,-28.60416794,-53.07888794
SSIS,small_airport,Major JosÃƒÂ© IgnÃƒÂ¡cio Airport,1962,SA,BR,BR-SP,IbatÃƒÂ©,SSIS,,,-22.047778,-48.097222
SSIT,heliport,Issaig I Heliport,89,SA,BR,BR-SC,IÃƒÂ§ara,SSIT,,,-28.701389,-49.301944
SSIU,small_airport,SÃƒÂ­tio Enel Airport,32,SA,BR,BR-RS,PÃƒÂ¢ntano Grande,SSIU,,,-30.13361168,-52.36527634
SSIV,small_airport,Fazenda Experimental Airport,1194,SA,BR,BR-MS,Ivinhema,SSIV,,,-22.29722214,-53.84722222
SSIW,small_airport,Fazenda Damaro Airport,344,SA,BR,BR-MS,Miranda,SDMF,,MS0038,-19.980153,-56.435725
SSIX,small_airport,Fazenda Campo Verde Airport,843,SA,BR,BR-MS,Taquarussu,SDVT,,MS0058,-22.652796,-53.507444
SSIY,small_airport,Fazenda Santa Adelina Airport,1411,SA,BR,BR-SP,GuaiÃƒÂ§ara,SSIY,,SSIY,-21.528889,-49.743333
SSIZ,heliport,CondomÃƒÂ­nio Fazenda da Grama Heliport,2257,SA,BR,BR-SP,Itupeva,SSIZ,,,-23.059167,-47.0625
SSJA,small_airport,Santa Terezinha Airport,2546,SA,BR,BR-SC,JoaÃƒÂ§aba,SSJA,JCB,SSJA,-27.17140007,-51.55329895
SSJB,small_airport,Salenco Airport,1253,SA,BR,BR-MS,SÃƒÂ£o Gabriel D`Oeste,SSJB,,,-18.85666656,-54.34749985
SSJC,small_airport,Fazenda do JacuÃƒÂ­ Airport,26,SA,BR,BR-RS,GuaÃƒÂ­ba,SSJC,,,-29.98305511,-51.30055618
SSJD,heliport,Viana III Heliport,13,SA,BR,BR-SC,BalneÃƒÂ¡rio CamboriÃƒÂº,SSJD,,SSJD,-27.0075,-48.610278
SSJE,small_airport,Fazenda SÃƒÂ£o Joaquim Airport,1325,SA,BR,BR-MS,SelvÃƒÂ­ria,SSJE,,,-20.35222222,-51.55583333
SSJF,heliport,PolÃƒÂ­cia Federal Curitiba Heliport,3064,SA,BR,BR-PR,Curitiba,SSJF,,,-25.37444305,-49.22833252
SSJG,small_airport,Fazenda Santa Ana Airport,351,SA,BR,BR-MS,Porto Murtinho,SSJG,,,-21.2163887,-57.68138885
SSJH,small_airport,Fazenda Guarani Airport,787,SA,BR,BR-MS,Nova Andradina,SSJH,,,-22.16583252,-53.57305527
SSJI,small_airport,Jardim Airport,1053,SA,BR,BR-MS,Jardim,SSJI,,SSJI,-21.49309921,-56.15259933
SSJJ,small_airport,Fazenda Tupi Airport,1377,SA,BR,BR-MS,Nova Andradina,SWBT,,MS0365,-21.805647,-53.128837
SSJK,small_airport,JÃƒÂºlio de Castilho Airport,1633,SA,BR,BR-RS,JÃƒÂºlio De Castilho,SSJK,0,,-29.15309906,-53.74330139
SSJL,small_airport,Fazenda Jamaica Airport,1706,SA,BR,BR-MS,CamapuÃƒÂ£,SSJL,,,-19.34777832,-53.77000046
SSJM,small_airport,Fazenda JÃƒÂºlio Martins Airport,2621,SA,BR,BR-MS,ChapadÃƒÂ£o Do Sul,SSJM,,,-18.84250069,-52.49944305
SSJO,small_airport,Fazenda Angico Airport,511,SA,BR,BR-MS,CorumbÃƒÂ¡,SSJO,,,-19.37638855,-57.45277786
SSJP,small_airport,Fazenda Junqueira Airport,1427,SA,BR,BR-PR,Colorado,SSJP,,SSJP,-22.89500046,-51.9291687
SSJQ,small_airport,Fazenda Floresta Airport,1266,SA,BR,BR-MT,RibeirÃƒÂ£o Cascalheira,SSJQ,,,-12.81,-51.88
SSJR,small_airport,JaguarÃƒÂ£o Airport,66,SA,BR,BR-RS,JaguarÃƒÂ£o,SSJR,,,-32.54055786,-53.38416672
SSJS,heliport,Malwee Heliport,134,SA,BR,BR-SC,JaraguÃƒÂ¡ Do Sul,SSJS,,,-26.51722145,-49.12250137
SSJT,small_airport,Fazenda Rio Lagoa Airport,1082,SA,BR,BR-MS,Ribas Do Rio Pardo,SSJT,,,-20.84889,-53.20667
SSJU,small_airport,Fazenda Santa Paula Airport,1200,SA,BR,BR-MS,InocÃƒÂªncia,SSJU,,,-19.38138962,-52.3097229
SSJV,small_airport,Piratininga Airport,150,SA,BR,BR-MS,CorumbÃƒÂ¡,SSJV,,,-17.94249916,-56.47999954
SSJW,small_airport,Fazenda Jauru Airport,1017,SA,BR,BR-MS,Rio Brilhante,SSJW,,,-21.78249931,-53.89222336
SSJX,small_airport,SÃƒÂ£o Bento Airport,150,SA,BR,BR-MS,CorumbÃƒÂ¡,SSJX,,,-19.47805595,-57.01416779
SSJY,small_airport,SÃƒÂ£o JoÃƒÂ£o Airport,150,SA,BR,BR-MS,CorumbÃƒÂ¡,SSJY,,,-17.70750046,-56.21722031
SSJZ,small_airport,Fazenda TrÃƒÂªs Unidos Airport,1000,SA,BR,BR-PR,Terra Roxa,SSJZ,,,-24.05166626,-54.00666809
SSKA,small_airport,Fazenda Campinas Airport,328,SA,BR,BR-MS,CorumbÃƒÂ¡,SSKA,,,-18.90555573,-56.35972214
SSKB,small_airport,Fazenda Tupanciretan Airport,312,SA,BR,BR-MS,Aquidauana,SSKB,,,-19.47444344,-56.37722015
SSKC,small_airport,Fazenda UniÃƒÂ£o Airport,1758,SA,BR,BR-MS,InocÃƒÂªncia,SSKC,,,-19.29249954,-52.06083298
SSKD,small_airport,Fazenda UniÃƒÂ£o Airport,410,SA,BR,BR-MS,Aquidauana,SSKD,,,-19.75,-55.46666718
SSKE,small_airport,Campo Primavera,1250,SA,BR,BR-PR,Santa MÃƒÂ´nica,SINP,,PR0049,-23.12116,-53.078492
SSKF,small_airport,Porto Bonito Airport,1180,SA,BR,BR-MS,ItaquiraÃƒÂ­,SSKF,,,-23.33749962,-53.86972046
SSKG,small_airport,EstÃƒÂ¢ncia Santa Maria Airport,2028,SA,BR,BR-MS,Campo Grande,SSKG,,SSKG,-20.50530052,-54.52550125
SSKH,small_airport,Fazenda Karl Hermann Isenberg Airport,1853,SA,BR,BR-MS,Aral Moreira,SSKH,,,-22.91166687,-55.53889084
SSKI,small_airport,Fazenda Santa Helena Airport,1673,SA,BR,BR-PR,CornÃƒÂ©lio ProcÃƒÂ³pio,SSKI,,,-23.34055519,-50.5830574
SSKJ,small_airport,Fazenda MestiÃƒÂ§a Airport,1575,SA,BR,BR-PR,Rio Branco Do IvaÃƒÂ­,SSKJ,,,-24.30722237,-51.41083145
SSKK,small_airport,CapÃƒÂ£o da Canoa Airport,33,SA,BR,BR-RS,CapÃƒÂ£o Da Canoa,SSKK,,,-29.76361084,-50.03694534
SSKL,small_airport,Fazenda PiÃƒÂ£o Airport,1542,SA,BR,BR-MS,AmambaÃƒÂ­,SSKL,,,-23.40694427,-55.2266655
SSKM,small_airport,Campo MourÃƒÂ£o Airport,1854,SA,BR,BR-PR,Campo MourÃƒÂ£o,SSKM,CBW,SSKM,-24.00919914,-52.35680008
SSKN,small_airport,Campo Novo Airport,1460,SA,BR,BR-RS,Campo Novo,SSKN,,SSKN,-27.66720009,-53.80899811
SSKO,small_airport,IndependÃƒÂªncia Airport,544,SA,BR,BR-MS,AnastÃƒÂ¡cio,SSKO,,,-20.47611046,-55.83361053
SSKP,small_airport,Copacel Airport,1050,SA,BR,BR-PR,Palotina,SSKP,,,-24.30888939,-53.84222031
SSKQ,small_airport,Fazenda Santa Rosa Airport,1001,SA,BR,BR-GO,Nova CrixÃƒÂ¡s,SSKQ,,,-14.541111,-50.461944
SSKR,small_airport,Fazenda Primavera Airport,2306,SA,BR,BR-GO,ParaÃƒÂºna,SSKR,,,-17.17,-50.82
SSKS,small_airport,Cachoeira do Sul Airport,253,SA,BR,BR-RS,Cachoeira Do Sul,SSKS,QDB,SSKS,-30.00189972,-52.94079971
SSKT,small_airport,Aeroclube de Santa Catarina Airport,20,SA,BR,BR-SC,SÃƒÂ£o JosÃƒÂ©,SSKT,,,-27.61166763,-48.67277908
SSKU,small_airport,Curitibanos Airport,3133,SA,BR,BR-SC,Curitibanos,SSKU,QCR,,-27.28249931,-50.6114006
